seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	178368350	178368499	150	*	X21516	285676	178368194	178393218	25025	+	0	inside	155	ZNF454
chr5	178450565	178450624	60	*	X21553	345462	178450776	178461388	10613	+	151	upstream	151	ZNF879
chr5	178451006	178451179	174	*	X21554	345462	178450776	178461388	10613	+	0	inside	229	ZNF879
chr5	178487393	178487794	402	*	X21564	30832	178487607	178507691	20085	+	0	overlapStart	0	ZNF354C
chr5	179499801	179499920	120	*	X21682	55819	179382474	179499109	116636	-	691	upstream	691	RNF130
chr5	179500033	179500182	150	*	X21683	55819	179382474	179499109	116636	-	923	upstream	923	RNF130
chr6	107348799	107348933	135	*	X22059	51250	107349407	107372547	23141	+	473	upstream	473	MTRES1
chr6	111302301	111302435	135	*	X22075	84154	111303291	111346794	43504	+	855	upstream	855	RPF2
chr6	117585409	117585498	90	*	X22081	245806	117586721	117594728	8008	+	1222	upstream	1222	VGLL2
chr6	117585593	117585612	20	*	X22082	245806	117586721	117594728	8008	+	1108	upstream	1108	VGLL2
chr6	166402004	166402095	92	*	X22271	90632	166337536	166401527	63992	-	476	upstream	476	LINC00473
chr6	166402139	166402273	135	*	X22272	90632	166337536	166401527	63992	-	611	upstream	611	LINC00473
chr6	166402516	166402650	135	*	X22273	90632	166337536	166401527	63992	-	988	upstream	988	LINC00473
chr6	166403504	166403938	435	*	X22274	90632	166337536	166401527	63992	-	1976	upstream	1976	LINC00473
chr7	765408	765632	225	*	X22371	54919	766338	826116	59779	+	705	upstream	705	DNAAF5
chr7	1748923	1749027	105	*	X22393	392617	1748798	1787590	38793	+	0	inside	124	ELFN1
chr7	5084060	5084071	12	*	X22495	57786	5085452	5109119	23668	+	1380	upstream	1380	RBAK
chr7	6750053	6750157	105	*	X22547	441194	6749757	6793493	43737	+	0	inside	295	PMS2CL
chr7	24323609	24323732	124	*	X22651	4852	24323807	24331484	7678	+	74	upstream	74	NPY
chr7	43910828	43910863	36	*	X22820	64951	43906157	43909145	2989	-	1682	upstream	1682	MRPS24
chr7	43910910	43911037	128	*	X22821	64951	43906157	43909145	2989	-	1764	upstream	1764	MRPS24
chr7	56174947	56175111	165	*	X22920	51142	56169266	56174187	4922	-	759	upstream	759	CHCHD2
chr7	56516952	56517086	135	*	X22926	650226	56491397	56516068	24672	-	883	upstream	883	LOC650226
chr7	56564138	56564182	45	*	X22935	222029	56563916	56564977	1062	+	0	inside	221	DKFZp434L192
chr7	64034992	64035081	90	*	X23078	100128885	64035073	64078967	43895	+	0	overlapStart	0	LOC100128885
chr7	64035262	64035305	44	*	X23079	100128885	64035073	64078967	43895	+	0	inside	188	LOC100128885
chr7	64042623	64042742	120	*	X23080	641746	64042988	64044129	1142	+	245	upstream	245	LOC641746
chr7	64042867	64042933	67	*	X23081	641746	64042988	64044129	1142	+	54	upstream	54	LOC641746
chr7	64341590	64341724	135	*	X23106	10793	64342871	64391955	49085	+	1146	upstream	1146	ZNF273
chr7	64341965	64342221	257	*	X23107	10793	64342871	64391955	49085	+	649	upstream	649	ZNF273
chr7	64342492	64342627	136	*	X23108	10793	64342871	64391955	49085	+	243	upstream	243	ZNF273
chr7	64452208	64452327	120	*	X23119	51351	64434830	64451414	16585	-	793	upstream	793	ZNF117
chr7	64467557	64467691	135	*	X23126	2086	64450733	64467124	16392	-	432	upstream	432	ERV3-1
chr7	64468093	64468212	120	*	X23127	2086	64450733	64467124	16392	-	968	upstream	968	ERV3-1
chr7	100025208	100025591	384	*	X23473	56257	100026413	100031749	5337	+	821	upstream	821	MEPCE
chr7	142984522	142984626	105	*	X23762	835	142985308	143004789	19482	+	681	upstream	681	CASP2
chr7	149410440	149410545	106	*	X23811	84626	149412102	149431664	19563	+	1556	upstream	1556	KRBA1
chr7	149411055	149411148	94	*	X23812	84626	149412102	149431664	19563	+	953	upstream	953	KRBA1
chr7	150040745	150040904	160	*	X23813	5919	150035407	150038763	3357	-	1981	upstream	1981	RARRES2
chr7	150686378	150686466	89	*	X23820	4846	150688144	150711687	23544	+	1677	upstream	1677	NOS3
chr7	150686851	150687105	255	*	X23821	4846	150688144	150711687	23544	+	1038	upstream	1038	NOS3
chr7	150687592	150687771	180	*	X23822	4846	150688144	150711687	23544	+	372	upstream	372	NOS3
chr7	156432320	156432604	285	*	X23910	140545	156433353	156469820	36468	+	748	upstream	748	RNF32
chr7	156432875	156432878	4	*	X23911	140545	156433353	156469820	36468	+	474	upstream	474	RNF32
chr8	11059132	11059202	71	*	X24104	286046	10753657	11058875	305219	-	256	upstream	256	XKR6
chr8	11059343	11059502	160	*	X24105	286046	10753657	11058875	305219	-	467	upstream	467	XKR6
chr8	11141308	11141330	23	*	X24107	66036	11142000	11185654	43655	+	669	upstream	669	MTMR9
chr8	29605630	29605816	187	*	X24295	619351	29578776	29605625	26850	-	4	upstream	4	LINC00589
chr8	53851781	53851919	139	*	X24549	2831	53852468	53853454	987	+	548	upstream	548	NPBWR1
chr8	53852101	53852220	120	*	X24550	2831	53852468	53853454	987	+	247	upstream	247	NPBWR1
chr8	67874888	67875085	198	*	X24638	100129654	67858736	67874825	16090	-	62	upstream	62	TCF24
chr8	71581979	71582004	26	*	X24649	51110	71549501	71581447	31947	-	531	upstream	531	LACTB2
chr8	76319037	76319171	135	*	X24674	3174	76320183	76479061	158879	+	1011	upstream	1011	HNF4G
chr8	96960741	96960905	165	*	X24761	100500773	96959213	96960576	1364	-	164	upstream	164	SRSF3P2
chr8	96961484	96961603	120	*	X24762	100500773	96959213	96960576	1364	-	907	upstream	907	SRSF3P2
chr8	117888708	117888842	135	*	X24876	5885	117858173	117887105	28933	-	1602	upstream	1602	RAD21
chr8	117888708	117888842	135	*	X24876	100500914	117886967	117887039	73	-	1668	upstream	1668	MIR3610
chr8	125984281	125984400	120	*	X24946	137209	125985539	125991630	6092	+	1138	upstream	1138	ZNF572
chr8	125984941	125985060	120	*	X24947	137209	125985539	125991630	6092	+	478	upstream	478	ZNF572
chr8	125985556	125985577	22	*	X24948	137209	125985539	125991630	6092	+	0	inside	16	ZNF572
chr8	125985672	125985810	139	*	X24949	137209	125985539	125991630	6092	+	0	inside	132	ZNF572
chr8	130800285	130800410	126	*	X25067	56169	130760442	130799134	38693	-	1150	upstream	1150	GSDMC
chr8	131021713	131021832	120	*	X25074	100847051	131020580	131020699	120	-	1013	upstream	1013	MIR5194
chr8	143752671	143752820	150	*	X25423	8629	143738874	143751401	12528	-	1269	upstream	1269	JRK
chr8	144242266	144242435	170	*	X25460	4062	144239331	144242053	2723	-	212	upstream	212	LY6H
chr8	144242451	144242600	150	*	X25461	4062	144239331	144242053	2723	-	397	upstream	397	LY6H
chr8	144243301	144243435	135	*	X25462	4062	144239331	144242053	2723	-	1247	upstream	1247	LY6H
chr8	144790220	144790369	150	*	X25496	100130274	144788864	144790279	1416	-	0	overlapStart	0	CCDC166
chr8	144790397	144790639	243	*	X25497	100130274	144788864	144790279	1416	-	117	upstream	117	CCDC166
chr8	144790685	144790864	180	*	X25498	100130274	144788864	144790279	1416	-	405	upstream	405	CCDC166
chr8	144791435	144791629	195	*	X25499	100130274	144788864	144790279	1416	-	1155	upstream	1155	CCDC166
chr8	144924055	144924187	133	*	X25508	340371	144915755	144924200	8446	-	0	inside	12	NRBP2
chr8	144924946	144925356	411	*	X25509	340371	144915755	144924200	8446	-	745	upstream	745	NRBP2
chr8	145911914	145912603	690	*	X25541	80728	145754563	145911194	156632	-	719	upstream	719	ARHGAP39
chr8	145912639	145912728	90	*	X25542	80728	145754563	145911194	156632	-	1444	upstream	1444	ARHGAP39
chr8	145912746	145912823	78	*	X25543	80728	145754563	145911194	156632	-	1551	upstream	1551	ARHGAP39
chr8	145913051	145913435	385	*	X25544	80728	145754563	145911194	156632	-	1856	upstream	1856	ARHGAP39
chr8	146177039	146177188	150	*	X25645	7564	146155744	146176274	20531	-	764	upstream	764	ZNF16
chr8	146226235	146226534	300	*	X25661	286103	146228197	146231432	3236	+	1662	upstream	1662	ZNF252P-AS1
chr8	146227799	146227968	170	*	X25662	286103	146228197	146231432	3236	+	228	upstream	228	ZNF252P-AS1
chr8	146229344	146229448	105	*	X25663	286101	146198975	146228285	29311	-	1058	upstream	1058	ZNF252P
chr8	146276625	146276864	240	*	X25670	65265	146277824	146281416	3593	+	959	upstream	959	C8orf33
chr8	146276910	146277359	450	*	X25671	65265	146277824	146281416	3593	+	464	upstream	464	C8orf33
chr8	146277435	146277438	4	*	X25672	65265	146277824	146281416	3593	+	385	upstream	385	C8orf33
chr9	14992850	14992984	135	*	X25784	389705	14993325	15019722	26398	+	340	upstream	340	LOC389705
chr9	14993165	14993290	126	*	X25785	389705	14993325	15019722	26398	+	34	upstream	34	LOC389705
chr9	14993383	14993494	112	*	X25786	389705	14993325	15019722	26398	+	0	inside	57	LOC389705
chr9	35488849	35489115	267	*	X25908	9853	35490007	35561895	71889	+	891	upstream	891	RUSC2
chr9	94398780	94398899	120	*	X26153	100500902	94398549	94398627	79	-	152	upstream	152	MIR3910-2
chr9	96966588	96966737	150	*	X26209	158257	96938852	96966848	27997	-	0	inside	110	LINC02603
chr9	96967023	96967202	180	*	X26210	158257	96938852	96966848	27997	-	174	upstream	174	LINC02603
chr9	99488109	99488189	81	*	X26253	441455	99488103	99489749	1647	+	0	inside	5	LOC441455
chr9	101559906	101559999	94	*	X26305	203286	101493611	101558794	65184	-	1111	upstream	1111	ANKS6
chr9	104162455	104162589	135	*	X26326	54534	104151122	104160919	9798	-	1535	upstream	1535	MRPL50
chr9	115773973	115774407	435	*	X26415	169834	115759400	115774472	15073	-	0	inside	64	ZNF883
chr9	115774890	115775054	165	*	X26416	169834	115759400	115774472	15073	-	417	upstream	417	ZNF883
chr9	115819757	115819891	135	*	X26426	7539	115804174	115818996	14823	-	760	upstream	760	ZFP37
chr9	115874466	115874585	120	*	X26429	286333	115875176	115882126	6951	+	590	upstream	590	FAM225A
chr9	115874466	115874585	120	*	X26429	100128385	115867003	115873957	6955	-	508	upstream	508	FAM225B
chr9	122132411	122132479	69	*	X26509	1620	121928908	122131739	202832	-	671	upstream	671	BRINP1
chr9	127178025	127178060	36	*	X26559	5695	127115744	127177752	62009	-	272	upstream	272	PSMB7
chr9	130210881	130211000	120	*	X26600	26783	130210781	130210916	136	-	0	overlapStart	0	SNORA65
chr9	130211753	130211887	135	*	X26601	26783	130210781	130210916	136	-	836	upstream	836	SNORA65
chr9	130211753	130211887	135	*	X26601	90678	130213765	130265780	52016	+	1877	upstream	1877	LRSAM1
chr9	134615660	134615888	229	*	X26676	2889	134452157	134615217	163061	-	442	upstream	442	RAPGEF1
chr9	137742988	137743182	195	*	X26745	100616333	137741144	137741215	72	-	1772	upstream	1772	MIR3689C
chr9	137742988	137743182	195	*	X26745	100616131	137741455	137741528	74	-	1459	upstream	1459	MIR3689D1
chr9	137742988	137743182	195	*	X26745	100500906	137741971	137742118	148	-	869	upstream	869	MIR3689B
chr9	137742988	137743182	195	*	X26745	100616344	137742123	137742202	80	-	785	upstream	785	MIR3689D2
chr9	137742988	137743182	195	*	X26745	100500846	137741021	137742490	1470	-	497	upstream	497	MIR3689A
chr9	137742988	137743182	195	*	X26745	100616460	137742416	137742487	72	-	500	upstream	500	MIR3689E
chr9	137742988	137743182	195	*	X26745	100616212	137742588	137742653	66	-	334	upstream	334	MIR3689F
chr9	137810655	137810774	120	*	X26748	2219	137801431	137809806	8376	-	848	upstream	848	FCN1
chr9	137810911	137811030	120	*	X26749	2219	137801431	137809806	8376	-	1104	upstream	1104	FCN1
chr9	138453181	138453450	270	*	X26783	5047	138453604	138458622	5019	+	153	upstream	153	PAEP
chr9	138453747	138453881	135	*	X26784	5047	138453604	138458622	5019	+	0	inside	142	PAEP
chr9	138800760	138800879	120	*	X26801	157922	138700333	138799005	98673	-	1754	upstream	1754	CAMSAP1
chr9	139761258	139761270	13	*	X26814	8721	139756571	139760738	4168	-	519	upstream	519	EDF1
chrX	2848255	2848335	81	*	X26962	414	2822011	2847416	25406	-	838	upstream	838	ARSD
chrX	47519321	47519436	116	*	X27122	8409	47511191	47518579	7389	-	741	upstream	741	UXT
chrX	47519497	47519590	94	*	X27123	8409	47511191	47518579	7389	-	917	upstream	917	UXT
chrX	51486035	51486154	120	*	X27148	23708	51486481	51489326	2846	+	326	upstream	326	GSPT2
chrX	54555670	54555804	135	*	X27155	54552	54556644	54593720	37077	+	839	upstream	839	GNL3L
chrX	54556014	54556146	133	*	X27156	54552	54556644	54593720	37077	+	497	upstream	497	GNL3L
chrX	129403587	129403691	105	*	X27238	55609	129336673	129402922	66250	-	664	upstream	664	ZNF280C
